starttime	seconds	ctime	dtime	ttime	wait
Mon Mar 13 13:18:33 2017	1489432713	0	214	214	207
Mon Mar 13 13:18:35 2017	1489432715	0	217	217	210
Mon Mar 13 13:18:33 2017	1489432713	0	217	217	206
Mon Mar 13 13:18:33 2017	1489432713	0	218	218	207
Mon Mar 13 13:18:35 2017	1489432715	0	220	220	217
Mon Mar 13 13:18:34 2017	1489432714	0	220	220	202
Mon Mar 13 13:18:35 2017	1489432715	0	221	221	215
Mon Mar 13 13:18:34 2017	1489432714	0	221	221	202
Mon Mar 13 13:18:33 2017	1489432713	0	222	222	219
Mon Mar 13 13:18:34 2017	1489432714	0	226	226	217
Mon Mar 13 13:18:35 2017	1489432715	0	226	226	218
Mon Mar 13 13:18:35 2017	1489432715	0	229	229	220
Mon Mar 13 13:18:34 2017	1489432714	0	233	233	224
Mon Mar 13 13:18:35 2017	1489432715	0	234	234	224
Mon Mar 13 13:18:34 2017	1489432714	0	236	236	226
Mon Mar 13 13:18:34 2017	1489432714	0	237	237	231
Mon Mar 13 13:18:35 2017	1489432715	0	247	247	241
Mon Mar 13 13:18:32 2017	1489432712	0	324	324	317
Mon Mar 13 13:18:35 2017	1489432715	0	338	338	330
Mon Mar 13 13:18:34 2017	1489432714	0	340	340	337
Mon Mar 13 13:18:35 2017	1489432715	0	344	344	332
Mon Mar 13 13:18:35 2017	1489432715	0	361	361	355
Mon Mar 13 13:18:34 2017	1489432714	0	362	362	361
Mon Mar 13 13:18:34 2017	1489432714	0	379	379	373
Mon Mar 13 13:18:35 2017	1489432715	0	379	379	368
Mon Mar 13 13:18:34 2017	1489432714	0	386	386	384
Mon Mar 13 13:18:33 2017	1489432713	0	387	387	384
Mon Mar 13 13:18:34 2017	1489432714	0	398	398	394
Mon Mar 13 13:18:34 2017	1489432714	0	422	422	412
Mon Mar 13 13:18:34 2017	1489432714	0	461	461	450
Mon Mar 13 13:18:34 2017	1489432714	0	556	556	555
Mon Mar 13 13:18:32 2017	1489432712	998	96	1094	93
Mon Mar 13 13:18:32 2017	1489432712	998	123	1121	121
Mon Mar 13 13:18:32 2017	1489432712	998	126	1125	113
Mon Mar 13 13:18:32 2017	1489432712	998	130	1128	126
Mon Mar 13 13:18:32 2017	1489432712	998	143	1141	139
Mon Mar 13 13:18:32 2017	1489432712	998	145	1143	141
Mon Mar 13 13:18:32 2017	1489432712	998	148	1147	144
Mon Mar 13 13:18:35 2017	1489432715	997	152	1149	145
Mon Mar 13 13:18:34 2017	1489432714	996	155	1152	147
Mon Mar 13 13:18:32 2017	1489432712	998	154	1152	150
Mon Mar 13 13:18:34 2017	1489432714	998	155	1153	154
Mon Mar 13 13:18:34 2017	1489432714	997	157	1154	148
Mon Mar 13 13:18:32 2017	1489432712	998	162	1161	153
Mon Mar 13 13:18:34 2017	1489432714	998	164	1162	160
Mon Mar 13 13:18:32 2017	1489432712	998	166	1164	164
Mon Mar 13 13:18:34 2017	1489432714	1000	171	1170	169
Mon Mar 13 13:18:32 2017	1489432712	998	330	1329	330
Mon Mar 13 13:18:32 2017	1489432712	998	410	1409	399
Mon Mar 13 13:18:32 2017	1489432712	998	410	1409	404
Mon Mar 13 13:18:32 2017	1489432712	998	415	1413	412
Mon Mar 13 13:18:32 2017	1489432712	998	415	1413	414
Mon Mar 13 13:18:32 2017	1489432712	998	625	1623	616
